fiscal_year,service,branch,profile_id,profile,fund_type,fund,approved
2026,Neighbourhoods,Building Great Neighbourhoods,25-25-9506,Dunluce Neighbourhood and Alley Renewal,Local Improvements,Local Improvements Property Share,1076000.00
2026,Neighbourhoods,Building Great Neighbourhoods,25-25-9506,Dunluce Neighbourhood and Alley Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,280000.00
2026,Neighbourhoods,Building Great Neighbourhoods,25-25-9506,Dunluce Neighbourhood and Alley Renewal,Reserves,Neighborhood Renewal Reserve,11390000.00
2026,Neighbourhoods,Building Great Neighbourhoods,25-25-9506,Dunluce Neighbourhood and Alley Renewal,Tax-Supported Debt,Tax-Supported Debt,410000.00
2026,Neighbourhoods,Building Great Neighbourhoods,23-40-9040,Gariepy Neighborhood and Alley Reconstruction,Local Improvements,Local Improvements Property Share,84000.00
2026,Neighbourhoods,Building Great Neighbourhoods,23-40-9040,Gariepy Neighborhood and Alley Reconstruction,Pay-As-You-Go (PAYG),Pay-As-You-Go,28000.00
2026,Neighbourhoods,Building Great Neighbourhoods,23-40-9040,Gariepy Neighborhood and Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,1074000.00
2026,Neighbourhoods,Building Great Neighbourhoods,24-40-9048,Glenwood (163 Street West) Neighbourhood and Alley Reconstruction,Local Improvements,Local Improvements Property Share,1800000.00
2026,Neighbourhoods,Building Great Neighbourhoods,24-40-9048,Glenwood (163 Street West) Neighbourhood and Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,6781000.00
2026,Neighbourhoods,Building Great Neighbourhoods,23-40-9041,Hairsine Neighborhood and Alley Reconstruction,Local Improvements,Local Improvements Property Share,66000.00
2026,Neighbourhoods,Building Great Neighbourhoods,23-40-9041,Hairsine Neighborhood and Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,839000.00
2026,Neighbourhoods,Building Great Neighbourhoods,24-40-9047,Hillview Neighbourhood and Alley Reconstruction,Local Improvements,Local Improvements Property Share,1800000.00
2026,Neighbourhoods,Building Great Neighbourhoods,24-40-9047,Hillview Neighbourhood and Alley Reconstruction,Pay-As-You-Go (PAYG),Pay-As-You-Go,300000.00
2026,Neighbourhoods,Building Great Neighbourhoods,24-40-9047,Hillview Neighbourhood and Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,6720000.00
2026,Neighbourhoods,Building Great Neighbourhoods,23-40-9032,McCauley Neighbourhood and Alley Reconstruction,Local Improvements,Local Improvements Property Share,50000.00
2026,Neighbourhoods,Building Great Neighbourhoods,23-40-9032,McCauley Neighbourhood and Alley Reconstruction,Pay-As-You-Go (PAYG),Pay-As-You-Go,8000.00
2026,Neighbourhoods,Building Great Neighbourhoods,23-40-9032,McCauley Neighbourhood and Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,1099000.00
2026,Neighbourhoods,Building Great Neighbourhoods,23-40-9042,Meyokumin Neighborhood and Alley Reconstruction,Local Improvements,Local Improvements Property Share,92000.00
2026,Neighbourhoods,Building Great Neighbourhoods,23-40-9042,Meyokumin Neighborhood and Alley Reconstruction,Pay-As-You-Go (PAYG),Pay-As-You-Go,17000.00
2026,Neighbourhoods,Building Great Neighbourhoods,23-40-9042,Meyokumin Neighborhood and Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,1241000.00
2026,Neighbourhoods,Building Great Neighbourhoods,23-30-9323,Northern Lights & South Haven Cemetery Phase 1B,Reserves,Cemetery Reserve,220000.00
2026,Neighbourhoods,Building Great Neighbourhoods,23-40-9033,Ottewell Neighbourhood Reconstruction,Local Improvements,Local Improvements Property Share,1688000.00
2026,Neighbourhoods,Building Great Neighbourhoods,23-40-9033,Ottewell Neighbourhood Reconstruction,Pay-As-You-Go (PAYG),Pay-As-You-Go,87000.00
2026,Neighbourhoods,Building Great Neighbourhoods,23-40-9033,Ottewell Neighbourhood Reconstruction,Reserves,Neighborhood Renewal Reserve,14518000.00
2026,Neighbourhoods,Building Great Neighbourhoods,24-40-9049,Overlanders and Homesteader Neighbourhoods Reconstruction,Local Improvements,Local Improvements Property Share,2028000.00
2026,Neighbourhoods,Building Great Neighbourhoods,24-40-9049,Overlanders and Homesteader Neighbourhoods Reconstruction,Pay-As-You-Go (PAYG),Pay-As-You-Go,310000.00
2026,Neighbourhoods,Building Great Neighbourhoods,24-40-9049,Overlanders and Homesteader Neighbourhoods Reconstruction,Reserves,Neighborhood Renewal Reserve,7000000.00
2026,Neighbourhoods,Building Great Neighbourhoods,23-40-9046,Strathearn Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,166000.00
2026,Parks,Building Great Neighbourhoods,23-30-9322,Beaver Hills House/Michael Phair Parks Upgrades,Community Revitalization Levy,Debt CRL Downtown,100000.00
2026,Parks,Building Great Neighbourhoods,CM-36-3636,Neighbourhood Park Development Program - New,Developer / Partner Financing,Partnership Funding,67000.00
2026,Parks,Building Great Neighbourhoods,CM-36-3636,Neighbourhood Park Development Program - New,Pay-As-You-Go (PAYG),Pay-As-You-Go,115000.00
2026,Parks,Building Great Neighbourhoods,CM-33-0000,Open Space: Open Spaces - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,1219000.00
2026,Parks,Building Great Neighbourhoods,CM-38-0000,Open Space: Overland Drainage - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,1000000.00
2026,Parks,Building Great Neighbourhoods,CM-32-0000,Open Space: Parks - Renewal,Grants,Local Government Fiscal Framework,8513000.00
2026,Parks,Building Great Neighbourhoods,CM-32-0000,Open Space: Parks - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,829000.00
2026,Parks,Building Great Neighbourhoods,CM-36-0000,Open Space: Partner Renewal (NPDP Renewal),Pay-As-You-Go (PAYG),Pay-As-You-Go,1000000.00
2026,Parks,Building Great Neighbourhoods,CM-30-3030,Open Space: Planning and Design - Growth,Pay-As-You-Go (PAYG),Pay-As-You-Go,450000.00
2026,Parks,Building Great Neighbourhoods,CM-31-0000,Open Space: River Valley System - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,3558000.00
2026,Parks,Building Great Neighbourhoods,23-30-9321,Warehouse Park,Community Revitalization Levy,Debt CRL Downtown,555000.00
2026,Parks,Infrastructure Planning and Design,CM-39-0000,Open Space - Minor Renewal Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,2750000.00
2026,Parks,Infrastructure Planning and Design,CM-39-0000,Open Space - Minor Renewal Program,Reserves,Cemetery Reserve,50000.00
2026,Parks,Infrastructure Planning and Design,CM-37-0000,Open Space: Contaminated Site Management Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,1500000.00
2026,Parks,Infrastructure Planning and Design,CM-34-0000,Open Space: Landslide and Erosion Management Program,Grants,Local Government Fiscal Framework,4833000.00
2026,Parks,Infrastructure Planning and Design,CM-34-0000,Open Space: Landslide and Erosion Management Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,494000.00
2026,Parks,Infrastructure Planning and Design,CM-35-0000,Open Space: Soft Landscaping: Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,6250000.00
2026,Parks,Parks and Roads Services,CM-35-1000,Greener As We Grow Tree Planting Program,Grants,Two Billion Trees Grant,6470000.00
2026,Parks,Parks and Roads Services,CM-35-1000,Greener As We Grow Tree Planting Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,7572000.00
2026,Parks,Parks and Roads Services,CM-35-1000,Greener As We Grow Tree Planting Program,Reserves,Corporate Tree Reserve,1246000.00
2026,Parks,Planning and Environment Services,CM-17-1024,District Park Land Acquisition (FMP Repayment),Reserves,Funds-in-Lieu Reserve,1000000.00
2026,Parks,Planning and Environment Services,CM-17-1022,District Park Land Acquisition (New ASPs),Reserves,Funds-in-Lieu Reserve,2850000.00
2026,Parks,Planning and Environment Services,CM-16-1232,Dry Pond Land Acquisitions,Developer / Partner Financing,EPCOR Contribution,8000000.00
2026,Parks,Planning and Environment Services,CM-17-1020,Mature Area Land Acquisition,Reserves,Funds-in-Lieu Reserve,2000000.00
2026,Parks,Planning and Environment Services,CM-17-1001,River Valley Land Acquisition,Reserves,Parkland Purchase Reserve,2500000.00
2026,Parks,Planning and Environment Services,CM-17-1004,Suburban School and Park Land Acquisition,Reserves,Funds-in-Lieu Reserve,2000000.00
2026,Public Safety,Community Recreation and Culture,CM-21-1771,Safety and Security for CRC,Pay-As-You-Go (PAYG),Pay-As-You-Go,3200000.00
2026,Public Safety,Community Standards,CM-21-0012,Community Standards and Neighbourhoods - Equipment Conservation,Pay-As-You-Go (PAYG),Pay-As-You-Go,562000.00
2026,Public Safety,Fire Rescue Services,CM-70-0001,Fire Rescue Equipment Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,846000.00
2026,Public Safety,Infrastructure Delivery,24-11-9611,Fire Station 7 (Highlands) Building Rehabilitation,Grants,Local Government Fiscal Framework,20000.00
2026,Public Safety,Infrastructure Delivery,24-11-9611,Fire Station 7 (Highlands) Building Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,7000.00
2026,Public Safety,Infrastructure Planning and Design,CM-11-0000,Facility: Safety and Security - Renewal,Grants,Local Government Fiscal Framework,3474000.00
2026,Public Safety,Infrastructure Planning and Design,CM-11-0000,Facility: Safety and Security - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,338000.00
2026,Public Safety,Infrastructure Planning and Design,21-10-9105,Fire Station #8 Relocation - Blatchford,Tax-Supported Debt,Tax-Supported Debt,463000.00
2026,Public Safety,Parks and Roads Services,CM-66-2597,Automated Enforcement Assets,Reserves,Traffic Safety Automated Enfmt Resrv,790000.00
2026,Public Safety,Parks and Roads Services,CM-66-2596,Safe and Livable Community Streets,Reserves,Traffic Safety Automated Enfmt Resrv,4247000.00
2026,Public Safety,Parks and Roads Services,CM-66-2585,Safe Crossings,Reserves,Traffic Safety Automated Enfmt Resrv,6350000.00
2026,Public Safety,Police Service,CM-60-1771,Police Equipment,Pay-As-You-Go (PAYG),Pay-As-You-Go,1651000.00
2026,Public Safety,Police Service,CM-60-1461,Police IT - Applications Enhancement,Pay-As-You-Go (PAYG),Pay-As-You-Go,2135000.00
2026,Public Safety,Police Service,CM-60-1460,Police IT - Applications Sustainment,Pay-As-You-Go (PAYG),Pay-As-You-Go,2973000.00
2026,Public Safety,Police Service,CM-60-1433,Police IT - Infrastructure Sustainment,Pay-As-You-Go (PAYG),Pay-As-You-Go,3571000.00
2026,Public Safety,Police Service,CM-60-1425,Radio Life Cycle,Grants,Other Grants - Provincial,50000.00
2026,Public Safety,Police Service,CM-60-1425,Radio Life Cycle,Pay-As-You-Go (PAYG),Pay-As-You-Go,684000.00
2026,Public Safety,Police Service,CM-60-1765,Vehicle Replacements,Pay-As-You-Go (PAYG),PAYG Capital Reserve - Police,7589000.00
2026,Public Transit,Edmonton Transit Service,CM-61-3609,Bus Equipment Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,1197000.00
2026,Public Transit,Edmonton Transit Service,CM-66-3600,Bus Fleet & Equipment Rehab & Replacement,Grants,Canada Community-Building Fund (CCBF),4596000.00
2026,Public Transit,Edmonton Transit Service,CM-66-3600,Bus Fleet & Equipment Rehab & Replacement,Grants,Local Government Fiscal Framework,5719000.00
2026,Public Transit,Edmonton Transit Service,CM-66-3600,Bus Fleet & Equipment Rehab & Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,3064000.00
2026,Public Transit,Edmonton Transit Service,CM-66-3000,Transit Communications Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,1980000.00
2026,Public Transit,Infrastructure Planning and Design,20-20-2022,New Transit Bus Garage,Tax-Supported Debt,Tax-Supported Debt,92500000.00
2026,Public Transit,LRT Expansion and Renewal,CM-21-0000,Transportation: Public Transit - Renewal,Grants,Local Government Fiscal Framework,4347000.00
2026,Public Transit,LRT Expansion and Renewal,CM-21-0000,Transportation: Public Transit - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,430000.00
2026,Recreation & Culture,Building Great Neighbourhoods,24-31-9200,Rundle Park Trail Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,124000.00
2026,Recreation & Culture,Community Recreation and Culture,CM-21-2010,Commonwealth Stadium Equipment,Reserves,Stadium Reserve,300000.00
2026,Recreation & Culture,Community Recreation and Culture,CM-21-5601,Community Recreation and Culture - Equipment Conservation,Pay-As-You-Go (PAYG),Pay-As-You-Go,703000.00
2026,Recreation & Culture,Infrastructure Delivery,25-10-9550,Coliseum Demolition and Site Improvements,Grants,Provincial Grant,16400000.00
2026,Recreation & Culture,Infrastructure Delivery,15-21-5801,Coronation Park Sports and Recreation Centre,Developer / Partner Financing,Partnership Funding,4000000.00
2026,Recreation & Culture,Infrastructure Delivery,15-21-5801,Coronation Park Sports and Recreation Centre,Tax-Supported Debt,Tax-Supported Debt,10000000.00
2026,Recreation & Culture,Infrastructure Delivery,25-12-9501,Fort Edmonton Park Renewal,Grants,Local Government Fiscal Framework,485000.00
2026,Recreation & Culture,Infrastructure Delivery,25-12-9501,Fort Edmonton Park Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,131000.00
2026,Recreation & Culture,Infrastructure Delivery,21-12-0330,Kinsmen Sports Centre Facility Rehabilitation,Grants,Local Government Fiscal Framework,7000000.00
2026,Recreation & Culture,Infrastructure Delivery,21-12-0330,Kinsmen Sports Centre Facility Rehabilitation,Tax-Supported Debt,Tax-Supported Debt,5000000.00
2026,Recreation & Culture,Infrastructure Delivery,15-21-5785,Lewis Farms Community Recreation Centre and Library,Tax-Supported Debt,Tax-Supported Debt,38500000.00
2026,Recreation & Culture,Infrastructure Delivery,25-10-9540,Public Event Park,Community Revitalization Levy,Debt CRL Downtown,7000000.00
2026,Recreation & Culture,Infrastructure Delivery,25-10-9540,Public Event Park,Developer / Partner Financing,Partnership Funding,22000000.00
2026,Recreation & Culture,Infrastructure Delivery,25-10-9540,Public Event Park,Grants,Provincial Grant,11000000.00
2026,Recreation & Culture,Infrastructure Delivery,25-10-9540,Public Event Park,Tax-Supported Debt,Self Supporting-Tax Guaranteed,20000000.00
2026,Recreation & Culture,Infrastructure Planning and Design,CM-12-0097,Facilities: Downtown Arena (Rogers Place) Renewal,Reserves,Rogers Place Arena Reserve,5655000.00
2026,Recreation & Culture,Infrastructure Planning and Design,CM-12-0300,Valley Zoo Animal Enclosure Renewal and Enhancement,Pay-As-You-Go (PAYG),Pay-As-You-Go,2927000.00
2026,Recreation & Culture,Infrastructure Planning and Design,CM-12-0300,Valley Zoo Animal Enclosure Renewal and Enhancement,Tax-Supported Debt,Tax-Supported Debt,10000000.00
2026,Recreation & Culture,LRT Expansion and Renewal,24-20-9340,Harbin Gate,Community Revitalization Levy,Debt CRL Downtown,5347000.00
2026,Recreation & Culture,Public Library,CM-20-0050,IT Infrastructure Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,615000.00
2026,Recreation & Culture,Public Library,CM-20-0052,Library Furniture and Equipment,Pay-As-You-Go (PAYG),Pay-As-You-Go,114000.00
2026,Recreation & Culture,Public Library,CM-20-0051,Library Materials,Pay-As-You-Go (PAYG),Pay-As-You-Go - Library,6171000.00
2026,Roads,Building Great Neighbourhoods,23-40-9034,132 Avenue: 97 to 127 Street Reconstruction,Pay-As-You-Go (PAYG),Pay-As-You-Go,18000.00
2026,Roads,Building Great Neighbourhoods,23-40-9034,132 Avenue: 97 to 127 Street Reconstruction,Reserves,Neighborhood Renewal Reserve,770000.00
2026,Roads,Building Great Neighbourhoods,23-40-9030,Balwin and Belvedere Revitalization,Tax-Supported Debt,Tax-Supported Debt,4700000.00
2026,Roads,Building Great Neighbourhoods,CM-40-9000,Building Great Neighbourhoods Delivery - Growth,Pay-As-You-Go (PAYG),Pay-As-You-Go,1528000.00
2026,Roads,Building Great Neighbourhoods,CM-40-4040,Building Great Neighbourhoods: Planning and Design - Growth,Pay-As-You-Go (PAYG),Pay-As-You-Go,134000.00
2026,Roads,Building Great Neighbourhoods,CM-20-3102,Chinatown Infrastructure Improvements,Pay-As-You-Go (PAYG),Pay-As-You-Go,1700000.00
2026,Roads,Building Great Neighbourhoods,CM-27-0000,Transportation: Neighbourhood Alley Renewal Program,Reserves,Neighborhood Renewal Reserve,8526000.00
2026,Roads,Building Great Neighbourhoods,CM-25-0000,Transportation: Neighbourhoods - Renewal,Local Improvements,Local Improvements Property Share,209000.00
2026,Roads,Building Great Neighbourhoods,CM-25-0000,Transportation: Neighbourhoods - Renewal,Reserves,Neighborhood Renewal Reserve,21730000.00
2026,Roads,Infrastructure Delivery,23-22-9703,107 Avenue Revitalization,Tax-Supported Debt,Tax-Supported Debt,200000.00
2026,Roads,Infrastructure Delivery,25-24-9435,17 Street Bridges Over Yellowhead Trail (B142/B133) Replacement,Grants,Local Government Fiscal Framework,12617000.00
2026,Roads,Infrastructure Delivery,25-24-9435,17 Street Bridges Over Yellowhead Trail (B142/B133) Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,1903000.00
2026,Roads,Infrastructure Delivery,23-24-9401,23 Avenue over Whitemud Creek Pedestrian Bridge Replacement,Grants,Canada Community-Building Fund (CCBF),58000.00
2026,Roads,Infrastructure Delivery,23-24-9401,23 Avenue over Whitemud Creek Pedestrian Bridge Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,2000.00
2026,Roads,Infrastructure Delivery,24-24-9421,50 Street Bridge (B202) Rehabilitation over Whitemud Drive,Grants,Local Government Fiscal Framework,4136000.00
2026,Roads,Infrastructure Delivery,24-24-9421,50 Street Bridge (B202) Rehabilitation over Whitemud Drive,Pay-As-You-Go (PAYG),Pay-As-You-Go,120000.00
2026,Roads,Infrastructure Delivery,18-66-6503,50 Street CPR Grade Separation,Developer / Partner Financing,Partnership Funding,1375000.00
2026,Roads,Infrastructure Delivery,18-66-6503,50 Street CPR Grade Separation,Grants,Canada Community-Building Fund (CCBF),3403000.00
2026,Roads,Infrastructure Delivery,18-66-6503,50 Street CPR Grade Separation,Grants,Federal Grant,2968000.00
2026,Roads,Infrastructure Delivery,18-66-6503,50 Street CPR Grade Separation,Pay-As-You-Go (PAYG),Pay-As-You-Go,773000.00
2026,Roads,Infrastructure Delivery,18-66-6503,50 Street CPR Grade Separation,Tax-Supported Debt,Tax-Supported Debt,1260000.00
2026,Roads,Infrastructure Delivery,23-12-9202,99 Street and Judy Padua Way Streetscape & Waterproofing,Grants,Munc Sustain. Initiative - MSI,483000.00
2026,Roads,Infrastructure Delivery,23-12-9202,99 Street and Judy Padua Way Streetscape & Waterproofing,Pay-As-You-Go (PAYG),Pay-As-You-Go,17000.00
2026,Roads,Infrastructure Delivery,24-24-9425,Beverly Bridge (B143) Rehabilitation,Grants,Canada Community-Building Fund (CCBF),7101000.00
2026,Roads,Infrastructure Delivery,24-24-9425,Beverly Bridge (B143) Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,785000.00
2026,Roads,Infrastructure Delivery,24-24-9422,Dawson Bridge Rehabilitation,Grants,Local Government Fiscal Framework,350000.00
2026,Roads,Infrastructure Delivery,24-24-9422,Dawson Bridge Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,40000.00
2026,Roads,Infrastructure Delivery,20-20-2024,Edmonton-Strathcona County Pedestrian Bridge,Pay-As-You-Go (PAYG),Pay-As-You-Go,50000.00
2026,Roads,Infrastructure Delivery,23-22-9704,Imagine Jasper Avenue (114 Street - 124 Street),Grants,Local Government Fiscal Framework,10378000.00
2026,Roads,Infrastructure Delivery,23-22-9704,Imagine Jasper Avenue (114 Street - 124 Street),Pay-As-You-Go (PAYG),Pay-As-You-Go,4022000.00
2026,Roads,Infrastructure Delivery,25-24-9436,Mill Creek Trestle Bridge (B034) and 76 Avenue Culvert (B038),Grants,Local Government Fiscal Framework,12163000.00
2026,Roads,Infrastructure Delivery,25-24-9436,Mill Creek Trestle Bridge (B034) and 76 Avenue Culvert (B038),Pay-As-You-Go (PAYG),Pay-As-You-Go,763000.00
2026,Roads,Infrastructure Delivery,24-10-9430,Poundmaker Snow Storage Site Upgrades,Grants,Local Government Fiscal Framework,12805000.00
2026,Roads,Infrastructure Delivery,24-10-9430,Poundmaker Snow Storage Site Upgrades,Pay-As-You-Go (PAYG),Pay-As-You-Go,573000.00
2026,Roads,Infrastructure Delivery,19-22-9006,Terwillegar Drive Expressway Upgrades - Alternate Staging,Grants,Provincial Grant,19700000.00
2026,Roads,Infrastructure Delivery,19-22-9006,Terwillegar Drive Expressway Upgrades - Alternate Staging,Tax-Supported Debt,Tax-Supported Debt,15000000.00
2026,Roads,Infrastructure Delivery,24-24-9423,Wellington Bridge Replacement,Grants,Canada Community-Building Fund (CCBF),10673000.00
2026,Roads,Infrastructure Delivery,24-24-9423,Wellington Bridge Replacement,Grants,Local Government Fiscal Framework,5123000.00
2026,Roads,Infrastructure Delivery,24-24-9423,Wellington Bridge Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,1823000.00
2026,Roads,Infrastructure Delivery,CM-99-0060,Yellowhead Trail Freeway Conversion: Project Development,Developer / Partner Financing,Developer Financing,30000.00
2026,Roads,Infrastructure Delivery,CM-99-0060,Yellowhead Trail Freeway Conversion: Project Development,Tax-Supported Debt,Tax-Supported Debt,3470000.00
2026,Roads,Infrastructure Planning and Design,CM-20-0330,Active Transportation Implementation Acceleration - Approach 3,Tax-Supported Debt,Tax-Supported Debt,33240000.00
2026,Roads,Infrastructure Planning and Design,CM-50-5050,CRL Projects - Planning and Design,Community Revitalization Levy,Debt CRL Downtown,1935000.00
2026,Roads,Infrastructure Planning and Design,23-24-0300,High Level Bridge Rehabilitation,Tax-Supported Debt,Tax-Supported Debt,70000000.00
2026,Roads,Infrastructure Planning and Design,CM-20-3100,Missing and Enhanced Sidewalk Connections,Tax-Supported Debt,Tax-Supported Debt,3315000.00
2026,Roads,Infrastructure Planning and Design,CM-29-0000,Transportation - Minor Renewal Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,250000.00
2026,Roads,Infrastructure Planning and Design,CM-29-0000,Transportation - Minor Renewal Program,Reserves,Neighborhood Renewal Reserve,3500000.00
2026,Roads,Infrastructure Planning and Design,CM-24-0000,Transportation: Bridges & Auxiliary Structures - Renewal,Grants,Local Government Fiscal Framework,262000.00
2026,Roads,Infrastructure Planning and Design,CM-24-0000,Transportation: Bridges & Auxiliary Structures - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,3975000.00
2026,Roads,Infrastructure Planning and Design,CM-22-0000,Transportation: Goods Movement - Arterial Renewal,Grants,Local Government Fiscal Framework,3442000.00
2026,Roads,Infrastructure Planning and Design,CM-22-0000,Transportation: Goods Movement - Arterial Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,863000.00
2026,Roads,Infrastructure Planning and Design,CM-20-2020,Transportation: Planning and Design - Growth,Pay-As-You-Go (PAYG),Pay-As-You-Go,638000.00
2026,Roads,Infrastructure Planning and Design,CM-26-0000,Transportation: Traffic Systems - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,2327000.00
2026,Roads,LRT Expansion and Renewal,21-50-9100,103A Avenue Pedway,Local Improvements,Local Improvements Property Share,6364000.00
2026,Roads,Parks and Roads Services,CM-66-2525,Traffic Signals - Developer and ARA Funded,Developer / Partner Financing,Developer ARA,2000000.00
2026,Roads,Parks and Roads Services,CM-66-2525,Traffic Signals - Developer and ARA Funded,Developer / Partner Financing,Developer Financing,2000000.00
2026,Utilities,Blatchford Redevelopment Project,20-83-9001,Downtown District Energy Initiative,Tax-Supported Debt,Tax-Supported Debt,2700000.00
2026,Utilities,Infrastructure Delivery,25-81-2055,Coronation Eco Station Expansion,Self-Liquidating Debentures,Self-Liquidating Debentures,7750000.00
2026,Utilities,Infrastructure Delivery,23-83-8385,Energy Center #4 - Blatchford Renewable Energy,Tax-Supported Debt,Self Supporting-Tax Guaranteed,8560000.00
2026,Utilities,Infrastructure Delivery,25-81-2056,EWMC Water Distribution System Upgrade,Self-Liquidating Debentures,Self-Liquidating Debentures,5096000.00
2026,Utilities,Infrastructure Delivery,CM-81-2045,Waste Services IIS Infrastructure Delivery,Self-Liquidating Debentures,Self-Liquidating Debentures,7000.00
2026,Utilities,Infrastructure Planning and Design,CM-81-0005,Waste Services IIS Infrastructure Planning and Design,Retained Earnings,Waste Mgt Retained Earnings,121000.00
2026,Utilities,Renewable Energy Systems,CM-83-8383,Blatchford Renewable Energy Utility P&D - Growth,Grants,NRCan SREPs Grant - Fed,1412000.00
2026,Utilities,Renewable Energy Systems,CM-83-8383,Blatchford Renewable Energy Utility P&D - Growth,Tax-Supported Debt,Self Supporting-Tax Guaranteed,3295000.00
2026,Utilities,Renewable Energy Systems,21-83-8384,Distribution Piping System,Grants,NRCan SREPs Grant - Fed,366000.00
2026,Utilities,Renewable Energy Systems,21-83-8384,Distribution Piping System,Tax-Supported Debt,Self Supporting-Tax Guaranteed,854000.00
2026,Utilities,Waste Services,CM-81-2049,Greenhouse Gas Mitigation Energy Transition Portfolio,Self-Liquidating Debentures,Self-Liquidating Debentures,1927000.00
2026,Utilities,Waste Services,CM-81-2005,Waste Containers,Self-Liquidating Debentures,Self-Liquidating Debentures,4501000.00
2026,Utilities,Waste Services,CM-81-2047,"Waste Services Facilities, Infrastructure and Process Equipment",Self-Liquidating Debentures,Self-Liquidating Debentures,3111000.00
2026,Utilities,Waste Services,CM-81-2048,Waste Services Fleet Assets,Retained Earnings,Waste Mgt Retained Earnings,8181000.00
2026,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,24-20-9350,Yellowhead Trail - St Albert Trail to 97 Street,Grants,Federal Bldg Canada Fund,38972000.00
2026,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,24-20-9350,Yellowhead Trail - St Albert Trail to 97 Street,Grants,Provincial BCF - matching,57644000.00
2026,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,24-20-9350,Yellowhead Trail - St Albert Trail to 97 Street,Tax-Supported Debt,Tax-Supported Debt,62523000.00
2027,Blatchford Redevelopment,Blatchford Redevelopment Project,14-02-2106,Blatchford Redevelopment Implementation,Retained Earnings,Blatchford Lands Retained Earnings,36064000.00
2027,Blatchford Redevelopment,Blatchford Redevelopment Project,CM-83-9000,Blatchford Renewable Energy Utility Delivery - Growth,Grants,NRCan SREPs Grant - Fed,600000.00
2027,Blatchford Redevelopment,Blatchford Redevelopment Project,CM-83-9000,Blatchford Renewable Energy Utility Delivery - Growth,Tax-Supported Debt,Self Supporting-Tax Guaranteed,1400000.00
2027,Corporate Support,Infrastructure Planning and Design,CM-99-9000,Infrastructure Delivery - Growth,Pay-As-You-Go (PAYG),Pay-As-You-Go,4138000.00
2027,Corporate Support,Infrastructure Planning and Design,CM-99-9000,Infrastructure Delivery - Growth,Retained Earnings,Land Fund Retained Earnings,4813000.00
2027,Economic Development,Economic Investment Services,25-74-4106,Village at ICE District Site Servicing,Grants,Provincial Grant,17200000.00
2027,Housing,Social Development,CM-90-1000,Housing Accelerator Fund Initiatives and Related Projects,Grants,Housing Accelerator Fund,26322000.00
2027,Land,Real Estate,25-17-2501,Maple Ridge Industrial Local Improvement,Local Improvements,Local Improvements Property Share,500000.00
2027,LRT Expansion,Edmonton Transit Service,25-21-1000,LRV Replacements,Tax-Supported Debt,Tax-Supported Debt,49000000.00
2027,LRT Expansion,LRT Expansion and Renewal,16-66-7018,Capital Line South LRT: Century Park to Ellersie Road,Grants,Federal - Investing in Canada Infrastructure Prgm (ICIP),100257000.00
2027,LRT Expansion,LRT Expansion and Renewal,16-66-7018,Capital Line South LRT: Century Park to Ellersie Road,Grants,Provincial ICIP - matching,59207000.00
2027,LRT Expansion,LRT Expansion and Renewal,16-66-7018,Capital Line South LRT: Century Park to Ellersie Road,Tax-Supported Debt,Tax-Supported Debt,252518000.00
